rock_name,long,lat,SiO2n,TiO2n,Al2O3n,FeO*n,MnOn,MgOn,CaOn,Na2On,K2On,P2O5n
Basalt,-122.3222,46.0633,51.48,1.58,16.41,10.74,0.18,5.1,10.91,3,0.38,0.22
Basalt,-122.2594,46.0011,51.07,1.42,19.88,9.73,0.16,3.59,10.8,2.79,0.41,0.14
Basalt,-122.2578,46.0381,51.74,1.76,18.27,10.75,0.22,4.21,8.81,3.33,0.5,0.42
Diorite dike,-122.2956,46.0692,52.74,1.37,18.31,10.21,0.15,4.36,9.23,2.98,0.34,0.32
Basalt dike,-122.2642,46.0022,52.6,1.92,15.54,12.62,0.22,4.2,8.82,3.23,0.66,0.19
Basalt,-122.3708,46.0153,52.05,1.39,16.06,10.22,0.19,5.83,9.87,3.55,0.64,0.19
Basalt,-122.3633,46.0142,52.18,0.94,16.75,9.05,0.16,6.17,11.57,2.75,0.3,0.12
Basaltic andesite,-122.3025,46.1047,53.22,1.15,16.1,9.01,0.15,7.47,9.68,2.74,0.33,0.15
Basaltic andesite,-122.2914,46.0939,53.28,1.6,18.2,9.21,0.16,3.82,9.8,3.14,0.57,0.22
Andesite,-122.2742,46.1022,54.44,1,18.93,7.35,0.12,4.56,9.96,3.12,0.35,0.16
Diorite sill,-122.2864,46.0156,55.16,1.32,18.97,8.33,0.1,3.04,8.63,3.38,0.84,0.23
Diorite,-122.3344,46.0878,54.9,1.34,17.99,9.39,0.17,3.98,8,3.35,0.55,0.32
Quartz diorite,-122.2881,46.0628,56.96,1.21,17.59,8.66,0.18,3.3,7.61,3.4,0.85,0.24
Dacite,-122.2586,46.0739,63.59,1.05,16.37,6.09,0.15,1.71,5.38,4.2,1.11,0.35
Dacite,-122.2794,46.1,65.72,0.75,15.42,5.33,0.11,2,4.99,4.7,0.84,0.14
Basalt,-122.3981,46.0497,48.03,1.16,20.05,8.3,0.14,6.48,13.68,1.91,0.13,0.13
Basalt,-122.4983,46.1031,47.56,1.49,15.37,10.32,0.17,10.83,11.86,2.04,0.21,0.15
Basalt,-122.4925,46.1092,47.27,1.34,15.55,9.94,0.16,11.77,11.77,1.94,0.1,0.15
Basalt,-122.4031,46.0833,47.58,1.21,16.96,9.34,0.15,9.76,13.05,1.65,0.17,0.11
Basalt,-122.4069,46.0717,47.76,1.21,17.95,9.07,0.14,9.11,12.58,1.88,0.18,0.13
Basalt,-122.4469,46.1081,47.63,1.03,19.26,8.16,0.13,8.06,13.42,1.97,0.2,0.12
Basalt,-122.4981,46.12,49.5,1.76,15.72,10.75,0.18,6.58,12.35,2.62,0.35,0.19
Basalt,-122.45,46.0947,47.58,1.29,15.35,9.86,0.16,11.36,12.18,1.92,0.16,0.12
Basalt,-122.4903,46.1197,47.73,1.28,15.33,9.85,0.16,11.14,12.26,1.91,0.2,0.12
Basalt,-122.4944,46.0897,47.85,1.27,16.7,9.51,0.16,9.53,12.5,2.17,0.17,0.13
Basalt,-122.4575,46.1075,47.73,1.28,15.33,9.85,0.16,11.14,12.26,1.91,0.2,0.12
Basalt,-122.4422,46.0875,47.62,1.24,17.2,9.43,0.15,8.95,12.92,2.15,0.2,0.12
Basalt,-122.4414,46.1181,47.65,1.28,17.11,9.63,0.16,9,12.73,2.07,0.23,0.13
Basalt,-122.4661,46.0692,48.27,1.2,18.15,8.99,0.14,7.76,13.3,1.8,0.26,0.12
Basalt,-122.4389,46.0617,47.69,1.04,19.77,8.35,0.13,7.7,13.25,1.81,0.15,0.1
Basalt,-122.4086,46.1006,48.2,1.45,16.37,10.39,0.18,8.04,12.87,2.11,0.23,0.15
Basalt,-122.4444,46.0978,47.72,1.26,16.99,9.72,0.16,9.3,12.41,2.14,0.16,0.13
Basalt,-122.4731,46.1144,47.92,1.23,17.88,9.1,0.15,7.97,13.28,2.08,0.26,0.13
Basalt,-122.4086,46.1161,47.95,1.22,17.85,9.56,0.15,7.96,13.16,1.85,0.17,0.12
Basalt,-122.4944,46.0528,48.79,1.6,17.82,10.44,0.19,6.05,12.64,2.16,0.16,0.17
Basalt,-122.41,46.0886,48.26,1.23,18.24,9.01,0.14,7.7,13.11,1.97,0.2,0.13
Basalt,-122.3894,46.09,48.44,1.48,16.32,10.45,0.16,8.31,12.32,2.19,0.18,0.15
Basalt,-122.4208,46.0719,48.6,1.41,18.12,9.56,0.15,6.66,13.18,1.98,0.19,0.14
Basalt,-122.3758,46.0917,49.15,1.85,15.27,11.78,0.2,7.46,11.43,2.42,0.24,0.2
Basalt,-122.4364,46.0556,48.6,1.5,16.85,10.46,0.17,7.16,12.74,2.15,0.21,0.15
Basalt,-122.4144,46.0761,48.77,1.45,17.01,10.3,0.18,6.71,13.2,2.03,0.2,0.14
Basalt,-122.4783,46.0547,48.65,1.43,17.79,10.01,0.17,6.61,12.86,2.1,0.25,0.13
Basalt,-122.4228,46.0489,48.7,1.29,16.95,9.9,0.16,7.99,12.64,2.05,0.18,0.12
Basalt,-122.3917,46.0925,48.77,1.58,16.98,10.38,0.2,6.44,13.07,2.19,0.23,0.16
Basalt,-122.4108,46.1181,48.2,1.38,16.64,10.05,0.16,8.79,12.48,1.99,0.17,0.13
Basalt,-122.4014,46.11,48.61,1.37,18.32,9.59,0.15,6.56,13,2.06,0.21,0.13
Basalt,-122.4164,46.0778,49.24,1.6,16.14,11.18,0.19,7.13,11.69,2.31,0.35,0.17
Basalt,-122.4469,46.0594,48.12,1.22,18.5,9.08,0.15,7.61,12.84,2.07,0.28,0.12
Basalt,-122.4644,46.0475,48.75,1.52,16.79,10.51,0.18,7.03,12.19,2.55,0.33,0.16
Basalt,-122.4242,46.0725,48.86,1.52,17.3,10.08,0.17,6.45,13.03,2.19,0.23,0.16
Basalt,-122.4297,46.0708,49.04,1.63,17.88,10.12,0.17,5.44,12.98,2.32,0.26,0.16
Basalt,-122.4869,46.0936,49.46,1.83,16.72,10.54,0.18,5.99,12,2.68,0.37,0.23
Basalt,-122.4739,46.1117,49.45,1.8,16.86,10.4,0.17,6.03,12.06,2.68,0.35,0.21
Basalt,-122.4875,46.1247,49.58,1.84,16.66,10.58,0.17,5.97,11.96,2.66,0.36,0.21
Basalt,-122.4706,46.0769,49.56,1.78,16.52,10.66,0.18,6.44,11.93,2.38,0.35,0.2
Basalt,-122.4303,46.0083,50.49,1.46,19.93,8.54,0.14,4.11,11.77,3.11,0.23,0.23
Basalt,-122.4911,46.0556,50.62,2.01,15.11,12.32,0.21,5.85,10.41,2.84,0.41,0.22
Basalt,-122.3806,46.0072,51.2,1.01,17.1,9.32,0.14,6.36,10.96,3.27,0.51,0.13
Basalt,-122.4053,46.0539,51.13,2.23,15.38,12.94,0.23,4.77,9.1,3.35,0.6,0.28
Basalt,-122.4019,46.0678,51.73,2.19,15.26,12.73,0.23,4.71,8.96,3.33,0.57,0.28
Basalt,-122.4072,46.025,51.94,1.27,17.69,9.13,0.15,5.24,10.94,3.06,0.4,0.18
Basalt,-122.4394,46.0483,51.89,2.23,15.13,12.79,0.22,4.7,8.99,3.21,0.56,0.27
Basalt,-122.385,46.1131,52.01,2.22,15.03,12.8,0.25,4.66,8.92,3.21,0.6,0.28
Basaltic andesite,-122.4522,46.0331,52.2,1.13,16.28,9.62,0.18,6.27,11.09,2.71,0.36,0.16
Basalt,-122.4006,46.0333,51.94,1.11,17.62,8.57,0.15,5.94,11.14,2.9,0.46,0.17
Basalt,-122.4103,46.0514,51.85,2.17,15.23,12.63,0.22,4.73,8.97,3.35,0.59,0.27
Basaltic andesite,-122.4283,46.0381,52.36,1.16,16.71,9.03,0.15,6.2,11,2.76,0.43,0.2
Basaltic andesite,-122.4083,46.0042,53.23,1.11,17.16,8.58,0.18,5.86,9.76,3.3,0.62,0.21
Basalt,-122.4692,46.0364,51.96,1.01,16.85,8.8,0.16,6.29,11.5,2.88,0.38,0.16
Basaltic andesite,-122.4933,46.0336,52.92,1.88,16.38,9.49,0.13,5.75,9.08,3.28,0.59,0.5
Basaltic andesite,-122.3972,46.0014,52.78,1.82,17.46,9.56,0.17,3.83,9.45,3.85,0.72,0.35
Basaltic andesite,-122.475,46.015,52.84,1.59,18.53,8.36,0.12,4.12,9.67,3.72,0.77,0.27
Basaltic andesite,-122.4878,46.0311,52.95,1.61,16.8,9.27,0.15,5.62,9.14,3.48,0.54,0.44
Basaltic andesite,-122.4786,46.0061,53.35,1.98,16.86,9.75,0.19,4.04,8.78,3.83,0.86,0.35
Basaltic andesite,-122.4369,46.0228,53.57,1.92,16.5,10.18,0.17,3.9,9.2,3.69,0.52,0.36
Basaltic andesite,-122.4089,46.0239,53.9,1.61,15.96,10.04,0.16,4.93,9.06,3.4,0.7,0.25
Basaltic andesite,-122.4108,46.0306,54.03,1.63,15.35,11.61,0.18,4.53,8.35,3.46,0.61,0.24
Basaltic andesite,-122.4389,46.0311,53.97,2.21,15.64,10.86,0.18,3.9,8.57,3.81,0.52,0.34
Basaltic andesite,-122.465,46.0003,53.7,1.95,16.98,9.52,0.18,3.94,8.67,3.82,0.88,0.35
Basaltic andesite,-122.4517,46.0422,54.28,1.32,15.6,9.79,0.17,5.5,9.44,3.13,0.54,0.22
Basaltic andesite,-122.43,46.0072,54.01,1.98,16.1,10.28,0.18,3.72,8.5,4.07,0.77,0.4
Basaltic andesite,-122.4997,46.0883,54.51,1.65,17.42,9.32,0.17,3.66,8.41,3.72,0.87,0.26
Basaltic andesite,-122.4983,46.0319,54.42,1.62,17.53,8.65,0.15,3.9,8.96,3.65,0.83,0.3
Basaltic andesite,-122.4989,46.0972,54.89,1.22,18.88,7.73,0.12,3.49,9.28,3.51,0.68,0.21
Basaltic andesite,-122.4922,46.025,54.87,1.3,14.95,8.39,0.15,6.88,8.84,3.37,0.98,0.27
Basaltic andesite,-122.4825,46.0233,55.2,1.27,14.98,8.38,0.13,6.69,8.69,3.41,1,0.26
Basaltic andesite,-122.4919,46.0222,55.84,1.27,15.08,8.25,0.15,6.06,8.58,3.5,1,0.26
Basaltic andesite,-122.4814,46.0106,56.91,2.07,16.56,8.79,0.2,3.43,6.37,4.4,0.92,0.36
Basaltic andesite,-122.4606,46.0169,56.44,1.12,17.35,7.27,0.12,4.95,7.97,3.72,0.83,0.22
Basaltic andesite,-122.4369,46.0228,56.5,1.13,17.34,7.35,0.11,4.97,7.84,3.69,0.85,0.22
Andesite,-122.4981,46.0367,57.04,1.01,17.42,6.69,0.09,5.15,8.08,3.6,0.75,0.18
Andesite,-122.4969,46.0236,59.56,1.44,17.13,6.7,0.13,2.61,5.78,4.68,1.51,0.46
Basalt,-122.4575,46.1492,47.41,0.88,21.2,7.19,0.11,7.31,13.93,1.76,0.12,0.09
Basalt,-122.4583,46.1547,47.6,1.23,18.16,9.57,0.15,8.06,12.93,1.95,0.22,0.13
Basalt,-122.4664,46.1292,47.46,1.13,17.49,9.22,0.15,9.67,12.48,2.1,0.18,0.12
Basalt,-122.4339,46.145,47.68,0.94,21.99,7.16,0.11,5.54,14.28,2.01,0.18,0.1
Basalt,-122.4494,46.2014,47.75,1.22,16.63,9.9,0.17,9.73,12.12,2.16,0.21,0.11
Basalt,-122.4731,46.1267,47.51,1.21,17.13,9.55,0.16,9.41,12.64,2.03,0.22,0.13
Basalt,-122.4608,46.165,47.63,1.19,17.38,9.38,0.15,9.12,12.88,1.97,0.18,0.12
Basalt,-122.4253,46.1486,47.84,1.46,16.49,10.33,0.17,8.82,12.4,2.14,0.2,0.14
Basalt,-122.4514,46.1478,47.73,1.15,18.7,8.95,0.14,8.1,12.98,1.9,0.22,0.11
Basalt,-122.4964,46.16,47.6,3.07,14.34,14.94,0.25,5.2,11.09,2.72,0.45,0.35
Basalt,-122.4961,46.1767,47.67,2.48,15.86,13.27,0.21,5.77,11.38,2.64,0.43,0.28
Basalt,-122.4256,46.1289,48.38,1.38,17.02,10.59,0.17,8.11,11.66,2.32,0.23,0.14
Basalt,-122.4553,46.1803,48.17,1.43,17.67,9.9,0.16,7.04,13.04,2.2,0.25,0.14
Basalt,-122.4683,46.1544,47.8,2.75,14.98,14.32,0.23,5.77,10.7,2.74,0.4,0.31
Basalt,-122.4203,46.1308,47.81,1.11,18.31,8.94,0.15,8.47,13.02,1.83,0.24,0.11
Basalt,-122.4697,46.1986,48.11,1.37,16.45,10.2,0.17,8.96,12.26,2.17,0.17,0.14
Basalt,-122.4472,46.1489,48.07,1.22,16.7,9.71,0.16,9.43,12.22,2.19,0.17,0.12
Basalt,-122.4953,46.1636,47.93,2.52,15.6,13.5,0.22,5.69,11.15,2.69,0.41,0.29
Basalt,-122.4817,46.1608,48.11,2.53,15.77,13.19,0.2,5.52,11.29,2.69,0.41,0.28
Basalt,-122.4636,46.13,48.39,1.37,18.48,9.37,0.15,6.37,13.17,2.33,0.22,0.14
Basalt,-122.4947,46.1631,47.52,2.5,15.64,14.18,0.22,5.83,10.63,2.68,0.52,0.29
Basalt,-122.4458,46.1594,48.88,1.55,16.7,10.77,0.18,7.6,11.55,2.39,0.25,0.14
Basalt,-122.4625,46.1419,48.36,1.39,16.43,10.1,0.16,8.26,12.85,2.2,0.1,0.14
Basalt,-122.4586,46.1353,48.79,1.78,15.41,11.47,0.2,6.72,12.74,2.43,0.3,0.17
Basalt,-122.4906,46.2156,48.65,1.64,15.88,11.35,0.2,7.13,12.39,2.41,0.19,0.15
Basalt,-122.4822,46.1578,48.1,2.46,15.66,13.2,0.21,5.78,11.22,2.68,0.42,0.28
Basalt,-122.4914,46.1639,47.98,2.55,15.62,13.44,0.23,5.66,11.09,2.74,0.39,0.29
Basalt,-122.4964,46.155,50.03,1.59,19.54,9.01,0.2,4.62,11.78,2.67,0.3,0.27
Basalt,-122.4297,46.2383,50.51,1.41,17.52,9.31,0.21,6.37,10.93,2.89,0.6,0.27
Basalt,-122.4939,46.165,50.69,1.97,16.72,10.42,0.2,5.68,10.53,2.83,0.62,0.35
Basalt,-122.4192,46.1561,50.7,1.61,17.93,9.74,0.14,5.5,10.29,3.22,0.57,0.3
Basalt,-122.43,46.1731,51.69,2.18,16.13,10.94,0.18,4.77,9.59,3.54,0.64,0.35
Basalt,-122.3783,46.1553,51.89,1.08,16.54,9.13,0.18,8.25,9.87,2.71,0.18,0.18
Basalt,-122.4372,46.1972,51.32,2.5,15.23,12.34,0.21,4.62,8.86,3.72,0.58,0.6
Basalt,-122.4025,46.1544,51.77,1.98,16.37,11.15,0.18,4.6,9.3,3.73,0.6,0.3
Basalt,-122.4383,46.2022,51.87,1.23,17.12,8.88,0.14,7.42,9.51,3.12,0.47,0.24
Basalt,-122.4786,46.2439,51.83,1.57,16.8,9.09,0.16,7,9.69,3.14,0.47,0.25
Basaltic andesite,-122.4358,46.1731,52.85,1.43,17.55,8.5,0.33,5.44,9.06,3.61,0.82,0.39
Basalt,-122.435,46.2283,52.02,1.37,15.44,9.34,0.16,8.21,9.95,2.78,0.5,0.23
Basaltic andesite,-122.4614,46.1592,52.34,1.94,16.02,11.21,0.18,4.53,9.29,3.73,0.51,0.24
Basaltic andesite,-122.4367,46.1783,53.52,1.44,16.52,8.97,0.18,6.03,9.15,3.39,0.45,0.35
Basaltic andesite,-122.4161,46.1864,53.21,1.32,17.63,8.58,0.21,5.3,9.53,3.27,0.67,0.29
Basaltic andesite,-122.4056,46.1539,53.35,1.24,16.82,8.36,0.13,6.98,9.09,3.37,0.44,0.22
Basaltic andesite,-122.3819,46.1339,53.07,1.93,15.79,10.55,0.15,4.78,9.18,3.52,0.67,0.37
Basaltic andesite,-122.4228,46.1647,53.34,2.32,16.04,10.48,0.17,4.08,8.18,4.2,0.77,0.42
Basaltic andesite,-122.4625,46.2336,53.35,1.21,17.27,8.29,0.13,6.54,8.82,3.64,0.56,0.19
Basaltic andesite,-122.4956,46.2406,53.79,1.53,16.63,8.85,0.13,5.8,8.83,3.43,0.64,0.37
Basaltic andesite,-122.3839,46.2378,53.77,1.15,17.72,8.4,0.14,5.37,9.6,3.01,0.66,0.18
Basaltic andesite,-122.4592,46.2261,54.1,1.26,17.59,8.04,0.33,5.55,8.67,3.68,0.57,0.2
Basaltic andesite,-122.4814,46.235,54.46,1.72,16.78,9.28,0.14,5.1,8.12,3.33,0.74,0.33
Basaltic andesite,-122.4042,46.1972,54.08,1.45,17.42,8.19,0.14,5.05,9.33,3.44,0.66,0.23
Basaltic andesite,-122.4939,46.1464,55.22,1.39,17.05,8.2,0.15,4.71,8.61,3.17,1.16,0.33
Basaltic andesite,-122.4167,46.1717,54.2,1.63,16.71,9.64,0.15,4.3,8.76,3.69,0.59,0.33
Basaltic andesite,-122.3939,46.1889,54.5,1.39,17.59,8.2,0.15,4.86,8.74,3.29,1.05,0.24
Basaltic andesite,-122.3772,46.1594,54.82,1.45,17.48,8.31,0.17,4.63,8.87,3.27,0.83,0.16
Basaltic andesite,-122.4842,46.1556,55.22,1.34,16.99,8.1,0.13,4.9,8.42,3.4,1.18,0.31
Basaltic andesite,-122.4908,46.1322,54.64,1.22,18.66,7.86,0.22,3.85,9.52,3.45,0.37,0.21
Basaltic andesite,-122.4947,46.1319,54.94,1.22,18.72,7.81,0.14,3.8,9.32,3.43,0.41,0.21
Basaltic andesite,-122.4933,46.1422,54.97,1.39,17.06,8.21,0.14,4.8,8.58,3.37,1.16,0.32
Basaltic andesite,-122.4211,46.1747,55.19,2.36,14.98,10.51,0.16,3.79,7.65,3.73,0.93,0.7
Basaltic andesite,-122.4914,46.1883,55.63,1.4,17.44,8.31,0.19,4.13,8.14,3.43,1.01,0.32
Basaltic andesite,-122.4967,46.1356,56.48,1.51,17.07,7.56,0.12,3.99,8.6,3.61,0.68,0.37
Basaltic andesite,-122.4847,46.1489,56.11,1.51,17.51,7.58,0.11,3.78,7.87,3.68,1.51,0.35
Basaltic andesite,-122.4042,46.1847,55.67,1.72,16.83,8.9,0.16,3.42,7.85,3.93,1.26,0.25
Basaltic andesite,-122.3864,46.1625,56.27,1.08,16.09,7.81,0.14,6.1,7.99,3.35,0.99,0.17
Basaltic andesite,-122.39,46.1761,55.82,1.76,17.39,8.57,0.15,3.13,8.35,3.53,1.06,0.25
Basaltic andesite,-122.4042,46.1858,56.21,0.97,19.38,6.35,0.12,3.68,8.71,3.57,0.83,0.17
Basaltic andesite,-122.4303,46.2439,56.6,1.1,17.87,7.21,0.11,4.45,7.63,3.41,1.38,0.24
Basaltic andesite,-122.4292,46.1867,56.59,1.91,16.2,9.5,0.15,3.28,6.69,4.32,0.94,0.42
Basaltic andesite,-122.4064,46.1847,56.66,1.99,15.34,9.86,0.16,3.42,7.37,4.08,0.81,0.31
Basaltic andesite,-122.3928,46.2119,56.46,0.71,17.43,6.61,0.11,5.18,9.31,2.82,1.21,0.15
Basaltic andesite,-122.4508,46.2189,56.48,0.97,17.03,7.31,0.14,5.49,8.24,3.38,0.8,0.16
Basaltic andesite,-122.3792,46.1889,56.57,1.31,17.09,8.13,0.15,3.95,7.99,3.38,1.17,0.25
Andesite,-122.3828,46.2439,57.39,1.36,16.38,8.17,0.12,4.27,7.3,3.29,1.42,0.3
Basaltic andesite,-122.3817,46.2069,56.87,1.17,16.31,7.86,0.15,5.02,7.84,3.36,1.16,0.25
Andesite,-122.3942,46.1714,57.24,1.44,16.79,7.97,0.14,3.7,7.64,3.44,1.33,0.3
Andesite,-122.3947,46.1892,57.52,1.36,16.36,8.2,0.14,4.11,7.19,3.43,1.39,0.3
Andesite,-122.4061,46.1425,57.26,1.52,17.59,7.32,0.13,3.33,7.25,4.22,1.05,0.32
Andesite,-122.4567,46.2494,57.32,1.12,17.61,7.06,0.11,4.3,7.41,3.47,1.36,0.25
Basaltic andesite,-122.3986,46.2089,57.18,1.16,16.41,7.74,0.13,4.62,7.82,3.48,1.21,0.25
Andesite,-122.4056,46.1769,57.27,1.2,16.28,7.91,0.12,4.48,7.72,3.53,1.24,0.25
Andesite dike,-122.3961,46.1786,59.69,1.53,16.32,7.77,0.16,2.67,6.99,3.96,0.61,0.31
Andesite,-122.4256,46.1722,58.08,1.87,15.82,8.7,0.18,2.73,5.99,4.54,1.47,0.62
Andesite,-122.4006,46.2064,58.38,1.41,16.03,7.89,0.14,3.62,6.98,3.67,1.55,0.32
Andesite,-122.4572,46.2356,58.68,1.02,16.83,6.55,0.14,4.63,7.32,3.61,1.05,0.18
Andesite,-122.5,46.135,58.72,1.83,16.12,8.26,0.13,2.99,5.8,3.97,1.69,0.49
Andesite,-122.4131,46.155,58.49,1.14,17.25,6.79,0.13,3.78,7.2,3.81,1.19,0.22
Andesite,-122.3806,46.1661,59,1.53,16.7,7.58,0.12,2.83,6.46,3.96,1.51,0.32
Andesite sill,-122.3811,46.1992,59.73,0.74,16.84,6.27,0.16,3.94,7.23,3.45,1.46,0.18
Andesite,-122.4683,46.2372,59.03,1,16.59,6.54,0.11,4.72,7.17,3.62,1.03,0.18
Andesite,-122.3942,46.225,59.22,1.06,16.44,6.61,0.1,4.37,7.03,3.54,1.43,0.19
Andesite sill,-122.4008,46.1689,59.91,1.14,16.62,6.73,0.11,3.58,6.98,3.93,0.79,0.22
Andesite,-122.385,46.2356,60.02,1.13,16.41,6.69,0.1,3.66,6.56,3.63,1.69,0.1
Andesite dike,-122.4894,46.1714,60.72,1.69,15.54,7.68,0.15,2.38,5.36,4.29,1.72,0.48
Andesite,-122.3928,46.2214,59.9,1.11,16.56,6.6,0.11,3.61,6.61,3.65,1.65,0.2
Andesite,-122.4144,46.1853,59.99,1.11,17.01,6.55,0.09,2.92,6.81,3.77,1.52,0.21
Andesite,-122.4175,46.1975,60.07,0.96,17.03,6.02,0.12,3.47,6.83,3.85,1.44,0.2
Andesite,-122.4164,46.2181,60.33,0.97,16.7,6.32,0.11,3.93,6.81,3.96,0.66,0.2
Andesite,-122.4164,46.2092,60.01,1.11,16.38,6.6,0.11,3.72,6.42,3.7,1.73,0.21
Andesite,-122.4222,46.2403,60.66,0.99,16.47,6.08,0.1,3.79,6.78,3.45,1.46,0.21
Andesite,-122.4108,46.2394,61.71,1.08,16.8,6.04,0.11,2.78,5.56,3.92,1.77,0.22
Andesite,-122.3961,46.2464,61.34,1.24,16.59,6.43,0.1,2.36,6.14,4.75,0.74,0.31
Andesite,-122.4047,46.2139,61.78,1.1,16.5,6.16,0.12,2.78,5.7,3.87,1.77,0.23
Andesite,-122.4556,46.2453,62.24,0.93,16.69,5.47,0.11,2.93,5.6,4.11,1.7,0.23
Andesite,-122.4053,46.2211,62.36,0.87,16.39,5.9,0.1,2.79,5.57,3.92,1.91,0.2
Andesite,-122.4094,46.2353,62.4,0.87,16.37,5.79,0.11,2.89,5.68,3.85,1.84,0.2
Granodiorite,-122.5008,46.1553,64.74,1.07,16.06,5.49,0.14,1.46,2.95,6,1.71,0.37
Dacite,-122.4733,46.2511,66.96,0.63,15.76,4.19,0.07,1.93,4.19,3.93,2.18,0.17
Basaltic andesite,-122.779,45.957,52.46,1.12,18.75,8.56,0.14,4.79,10.7,2.92,0.34,0.22
Basaltic andesite,-122.834,45.996,52.58,1.14,18.13,8.6,0.15,5.41,10.5,2.87,0.41,0.21
Basaltic andesite,-122.806,45.968,52.83,1.22,17.82,8.69,0.15,5.32,10.34,3.03,0.35,0.24
Basaltic andesite,-122.75,45.952,53.15,1.22,17.86,8.36,0.18,5.28,10.28,3.04,0.37,0.24
Basaltic andesite,-122.866,45.978,53.17,1.09,18.22,8.2,0.16,5.35,10.22,3,0.41,0.19
Basaltic andesite,-122.843,45.998,53.3,1.27,17.27,8.55,0.15,5.87,9.24,3.17,0.85,0.33
Basaltic andesite,-122.805,45.97,53.29,0.94,18.02,8.23,0.18,5.98,9.98,2.88,0.29,0.18
Basaltic andesite,-122.776,45.971,53.34,1.2,18.01,8.27,0.15,5.01,10.32,3.01,0.44,0.26
Basaltic andesite,-122.753,45.993,53.59,1.14,18.93,7.82,0.14,4.51,10.03,3.16,0.42,0.25
Basaltic andesite,-122.753,45.98,53.85,1.28,18.74,8.03,0.14,4.11,9.63,3.39,0.6,0.23
Basaltic andesite,-122.766,45.931,53.97,1.31,17.34,8.2,0.16,5.45,9.4,3.25,0.66,0.28
Basaltic andesite,-122.754,45.994,54.07,1.26,17.18,8.44,0.15,5.44,9.55,3.23,0.33,0.35
Basaltic andesite,-122.828,45.972,54.55,1.05,17.92,8.12,0.13,4.68,9.46,3.11,0.77,0.21
Basaltic andesite,-122.815,45.959,54.73,1.61,16.93,8.83,0.17,4.52,8.51,3.5,0.86,0.35
Basaltic andesite,-122.769,45.99,54.9,1.31,18.14,8.1,0.15,3.84,9.31,3.45,0.55,0.25
Basaltic andesite,-122.799,45.971,55.03,1.21,16.81,8.36,0.14,5.1,9.22,3.4,0.48,0.25
Basaltic andesite,-122.866,45.953,55.21,1.57,16.24,9.39,0.18,4.29,8.52,3.61,0.73,0.26
Basaltic andesite,-122.76,45.932,55.48,1.15,18.19,7.85,0.18,4.16,8.82,3.23,0.71,0.22
Basaltic andesite,-122.856,45.963,55.6,1.54,16.71,9.07,0.17,3.94,8.02,3.97,0.62,0.35
Basaltic andesite,-122.868,45.974,55.85,0.89,18.82,6.89,0.13,4.36,8.79,3.2,0.87,0.19
Basaltic andesite,-122.784,45.978,56.79,1.77,15.65,9.62,0.18,3.65,7.33,4.07,0.62,0.33
Andesite,-122.768,45.962,57.91,1.4,16.23,8.77,0.17,3.3,7.17,3.69,1.06,0.3
Andesite,-122.768,45.943,60.04,1.04,16.41,6.29,0.11,3.95,6.5,3.8,1.62,0.24
Andesite,-122.765,45.957,60.67,1.34,16.06,7.16,0.16,2.79,6,4.32,1.19,0.3
Dacite,-122.788,45.971,64.09,0.93,16.26,5.08,0.11,2.19,5.08,4.22,1.83,0.22
Dacite,-122.803,45.987,64.95,1.13,14.97,6.46,0.15,1.39,4.01,4.57,1.98,0.4
Dacite,-122.781,45.982,65.58,1.25,14.96,5.63,0.11,1.55,4.04,3.86,2.64,0.38
Basalt,-122.7122,45.9943,51.01,0.9,16.41,7.79,0.13,9.37,10.74,2.6,0.81,0.23
Basalt,-122.793,45.949,51.35,1.84,16.57,10.1,0.18,5.79,10.19,2.98,0.6,0.4
Basalt,-122.7002,45.9915,51.33,0.86,17.24,8.32,0.15,8.61,10.31,2.51,0.47,0.19
Basaltic andesite,-122.7403,45.9497,52,1.83,16.5,9.91,0.17,5.56,10.17,2.89,0.56,0.4
Basaltic andesite,-122.6958,45.9602,53.07,0.94,17.77,8.3,0.14,6.16,10.2,2.75,0.51,0.16
Basaltic andesite,-122.7442,45.9513,53.08,0.86,17.94,7.36,0.14,7.17,10.26,2.55,0.46,0.18
Basaltic andesite,-122.7293,45.9577,53.12,1.1,17.21,7.9,0.18,6.71,10.39,2.56,0.63,0.21
Basaltic andesite,-122.7327,45.9543,53.22,1.14,17.43,7.76,0.14,6.46,10.53,2.59,0.49,0.23
Basaltic andesite,-122.6897,45.997,53.62,0.99,19.02,7.59,0.12,4.68,10.33,3,0.48,0.15
Basaltic andesite,-122.7397,45.9778,53.74,1.04,17.13,8.37,0.15,6.64,9.46,2.77,0.53,0.17
Basaltic andesite,-122.6728,45.9553,53.77,1.32,17.69,8.54,0.14,5.05,9.27,3.2,0.76,0.27
Basaltic andesite,-122.6813,45.9873,54.02,0.85,18.14,7.16,0.14,6.07,10.03,2.75,0.63,0.19
Basaltic andesite,-122.7037,45.9648,54.13,1.35,18.06,8.9,0.15,3.87,9.19,3.5,0.62,0.22
Basaltic andesite,-122.7027,45.9722,54.24,1.1,17.71,7.97,0.17,5.71,9.35,3.12,0.39,0.24
Basaltic andesite,-122.6893,45.9492,54.25,1.1,17.83,8.21,0.16,5.33,9.02,3.24,0.65,0.22
Basaltic andesite,-122.7425,45.9917,54.27,0.96,18.53,7.71,0.14,4.69,9.87,3.18,0.5,0.16
